"","text","emotion","polarity"
"573","which vaccine do you trust the most

covid19 coronavirus pfizer astrazeneca moderna sputnikv sinovac sinopharm","surprise","positive"
"574","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"575","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"576","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"577","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"578","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"579","mixed results for sinovac covidー19 vaccine
researchers in brazil repoed that coronavac developed by beijingbased","sadness","positive"
"580","turkish president recep tayyip erdoganreceived sinovac vaccine coronavac today as the nation of 83 million","surprise","neutral"
"581","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"582","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"583","effectiveness against moderate and severe cases is more impoant than efficacy

covidvaccine 
sinovac","surprise","neutral"
"584","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"585","opinion anna malindoguy an academic and president of techperformance corp states that the challenge at the momen","anger","negative"
"586","does anyone know if the chinese vaccine sinovacs final phase 3 efficacy data is outtill end dec it was found","joy","positive"
"587","let it be known huwagmagtipid buwisbuhay with sinovac","disgust","positive"
"588","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"589","why singling out sinovac","surprise","positive"
"590","turkey has begun its mass covid19 vaccinations with the sinovacjab from china as local manufacturers close in","joy","negative"
"591","how likely are you gonna use a condom thats 504 effective of preventing pregnancy❓🤔 sinovac vaccine casino covid cor","anger","positive"
"592","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"593","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"594","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"595","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"596","why the wide difference in the prices

hello corrupt officials 🤮

sinovac covidvaccine","anger","negative"
"597","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"598","read senon sharp differences in the prices of sinovac vaccines in ph and elsewhere

 and on sec","anger","negative"
"599","read senon sharp differences in the prices of sinovac vaccines in ph and elsewhere

 and on sec","anger","negative"
"600","read senon sharp differences in the prices of sinovac vaccines in ph and elsewhere

 and o","anger","negative"
"601","i request government of india andto authorize impo use of sinovac for liberalsleftisturban nax","fear","positive"
"602","concerning vaccine covid19 brasil sinovac","surprise","positive"
"603","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"604","how likely are you gonna use a condom thats 504 effective of preventing pregnancy❓🤔 sinovac vaccine casino covid cor","anger","positive"
"605","many countries are already using vaccines including those of china sinopharm and sinovac which are our necessities","fear","positive"
"606","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"607","there was once a leader named rody
whose rule was very much shoddy 
he chose the more expensive vaccine
and when people ke","anger","negative"
"608","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"609","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"610","over 600000 health workers in turkey have received sinovac vaccines","joy","positive"
"611","over 600000 health workers in turkey have received sinovac vaccines","joy","positive"
"612","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"613","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"614","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"615","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"616","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"617","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in anka","fear","positive"
"618","many countries are already using vaccines including those of china sinopharm and sinovac which are our necessities","fear","positive"
"619","sinovac turns out to be a spectacular failure","disgust","neutral"
"620","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"621","sinovac has already submitted its application for an emergency use authorization eua

the philippine government","fear","positive"
"622","wangs visit came amid the philippines negotiations with china for the purchase of the coronavirus disease 2019","anger","negative"
"623","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"624","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"625","are you sure that the price you saw was the actual offer of sinovac maker to our government","fear","positive"
"626","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"627","turkey repos 168 new coronavirus deaths in the last 24 hours turkey coronaviruspandemic sputnikvsi","fear","negative"
"628","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"629","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"630","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"631","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"632","friend china is helping us with one million doses covid19 vaccine coronavac sinovac hunsen cambodia","anger","positive"
"633","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"634","friend china is helping us with one million doses covid19 vaccine coronavac sinovac hunsen cambodia","anger","positive"
"635","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"636","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"637","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"638","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"639","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"640","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"641","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"642","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"643","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"644","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicl","sadness","neutral"
"645","world is not reposing any trust in vaccine developed by china the land of coronavirus sinovac failure rate in br","fear","neutral"
"646","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"647","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"648","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"649","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"650","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"651","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"652","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"653","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"654","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"655","now the covidvaccine propaganda wars begin china sinovac bashing pfizerbiontech moderna mrna coronavirus va","joy","negative"
"656","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"657","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"658","china has created chinesevirus amp spread around the world now theyre trying to take maximum profits wi","disgust","neutral"
"659","dear general galvez

why is it published in bangkok thailand that sinovac is only 500 per dose you testified in th","joy","positive"
"660","dear general galvez

why is it published in bangkok thailand that sinovac is only 500 per dose you testified in th","joy","positive"
"661","turkey repos 168 new coronavirus deaths in the last 24 hours turkey coronaviruspandemic sputnikv","fear","negative"
"662","there was once a leader named rody
whose rule was very much shoddy 
he chose the more expensive vaccine
and when people ke","anger","negative"
"663","world is not reposing any trust in vaccine developed by china the land of coronavirus sinovac failure rate in br","fear","neutral"
"664","dear general galvez

why is it published in bangkok thailand that sinovac is only 500 per dose you testified","joy","positive"
"665","there was once a leader named rody
whose rule was very much shoddy 
he chose the more expensive vaccine
and when pe","anger","negative"
"666","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"667","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"668","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in anka","fear","positive"
"669","brazil results show chinese vaccine 504 effective while 22 people died in norway after taking the pfizer vaccine","sadness","neutral"
"670","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"671","this was based on interim data in december 2020 based on more complete data in brazil in jan 2021 efficacy rate","joy","positive"
"672","23 die in norway after receiving pfizer covid19 vaccine

vaccine pfizer pfizerbiontech sinovac sputnikv coronavirusvac","fear","positive"
"673","covid19 wuhan premiosforque zayn covid19mx operation warp speed sinovac marina yers","anger","neutral"
"674","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"675","a coronavirusvaccine developed by chinas sinovac has been found to be504 🤦‍️effective in brazilian clinica","fear","positive"
"676","turkish president erdogan gets first shot of the covid19 sinovac vaccine

 via","anger","positive"
"677","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"678","turkey repos 168 new coronavirus deaths in the last 24 hours turkey coronaviruspandemic sputnikvsi","fear","negative"
"679","coronavirus worldwide the number of confirmed cases surpasses 94379000sinovac pfizerbiontech sputnikv","surprise","positive"
"680","turkey repos 168 new coronavirus deaths in the last 24 hours turkey coronaviruspandemic sputnikv","fear","negative"
"681","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"682","5050 isnt probabilityjust gambling ca sino vac cine what a nice name truly representing their products","disgust","positive"
"683","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"684","if china wants coronavaccine apply early demand is extremely highaccept your sinovac is a failed vaccine","anger","negative"
"685","❌🦠❌ sinovac biotech company has developed a leading covid19coronavirus vaccine coronavac claiming to have 78 effic","surprise","positive"
"686","china has created chinesevirus amp spread around the world now theyre trying to take maximum pro","disgust","neutral"
"687","❌🦠❌ sinovac biotech company has developed a leading covid19coronavirus vaccine coronavac claiming to have 78 effic","surprise","positive"
"688","❌🦠❌ sinovac biotech company has developed a leading covid19coronavirus vaccine coronavac claiming to have 78 effic","surprise","positive"
"689","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"690","❌🦠❌ sinovac biotech company has developed a leading covid19coronavirus vaccine coronavac claiming to have","surprise","positive"
"691","why i get the message your ip is not allowed to visit this website when i want to visit sinovac website","joy","neutral"
"692","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"693","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"694","sinovac sounds trouble","anger","negative"
"695","chinas sinovac defends covid19 vaccine after disappointing brazil data
the news prompted malaysia amp singapore to say","disgust","negative"
"696","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"697","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"698","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"699","the greatest difference is pfizer effectiveness is earn and mint money","anger","positive"
"700","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"701","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"702","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"703","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"704","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian","fear","positive"
"705","on thursday regulators approved thevaccine for emergency use the philippine govt said monday that i","fear","positive"
"706","chinas sinovac defends covid19 vaccine after disappointing brazil data
the news prompted malaysia amp singapore to say","disgust","negative"
"707","chinas sinovac defends covid19 vaccine after disappointing brazil data
the news prompted malaysia amp","disgust","negative"
"708","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"709","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"710","china covid vaccine repos mixed resultswhat does that mean for the pandemic coronavac sinovac","sadness","negative"
"711","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"712","over 600000 health workers in turkey have received sinovac vaccines","joy","positive"
"713","many countries are already using vaccines including those of china sinopharm and sinovac which are our necessities","fear","positive"
"714","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"715","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"716","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"717","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"718","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"719","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"720","turkish president recep tayyip erdogan yesterday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"721","turkish president erdogan received his first dose of the chinese sinovac coronavac vaccine sinovac vaccination","anger","positive"
"722","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"723","23 die in norway after receiving pfizer covid19 vaccine

vaccine pfizer pfizerbiontech sinovac sputnikv","fear","positive"
"724","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"725","why we dont have access to sinovac web site from turkey
 
 
sinovac","fear","positive"
"726","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"727","can you imagine if pfizer moderna astrazeneca and johnsonjohnson sinovac sputnik shared their formulations","surprise","positive"
"728","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"729","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"730","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"731","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"732","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"733","turky approved the emergency use of covid19 vaccine produced by chinas sinovac biotech on wednesday the countrys h","joy","positive"
"734","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"735","
chinesevaccine is like chinesetoys but chinesevirus was perfect","joy","positive"
"736","
chinesevaccine is like chinesetoys but chinesevirus was perfect","joy","positive"
"737","are you trying to say president jokowi amp pm erdogan are stupid for choosing","disgust","negative"
"738","
chinesevaccine is like chinesetoys but chinesevirus was perfect
brazil says","joy","positive"
"739","
chinesevaccine is like chinesetoys but chinesevirus was perfect","joy","positive"
"740","
chinesevaccine is like chinesetoys but chinesevirus was perfect","joy","positive"
"741","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"742","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"743","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"744","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"745","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"746","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"747","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"748","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"749","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"750","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"751","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"752","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"753","livestream serbia president vucic who by constitution has absolutely no executive power welcoming 1 million doses of ch","joy","positive"
"754","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"755","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"756","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"757","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"758","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"759","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"760","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"761","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"762","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"763","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"764","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"765","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"766","beijing pequim china reuters
coronavac sinovac biotech
websummit seo eduardovalenteleadership glob","surprise","positive"
"767","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"768","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"769","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"770","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"771","many countries are already using vaccines including those of china sinopharm and sinovac which are our necessities","fear","positive"
"772","donation sinovac vaccine thank you","anger","positive"
"773","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"774","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"775","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"776","health workers get vaccinated butwhy are politicians already on the vaccination list ankara 

a health wo","joy","negative"
"777","coronavirus worldwide the number of confirmed cases surpasses 94379000sinovac pfizerbiontech","surprise","positive"
"778","pfizer sinovac sputnikv astrazeneca moderna most common names in this month","surprise","positive"
"779","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"780","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"781","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"782","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"783","mixed results for sinovac covidー19 vaccine
researchers in brazil repoed that coronavac developed by beijing","sadness","positive"
"784","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"785","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"786","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"787","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"788","cambodia 
20210116
1 million donated doses of sinovac from china

sinovac","surprise","positive"
"789","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"790","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"791","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"792","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"793","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"794","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov aze","joy","positive"
"795","livestream serbia president vucic who by constitution has absolutely no executive power welcoming 1 million doses of ch","joy","positive"
"796","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"797","the sãopaulo government and butantan institute revealed that the sinovac covid19 vaccine is 156 less effecti","fear","negative"
"798","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"799","to vaxx or not to vaxxcovidvaccine covid19vaccine vaccine sputnikv pfizerbiontech astrazeneca moderna","surprise","positive"
"800","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"801","done she went in when i tweeted and by now shes vaccinated just pending observation 
man that was quick","surprise","positive"
"802","at the itihad medical centre after convincing the mrs to get the vaccine lets see what the fuss is all about sinovac uae vaccination","sadness","negative"
"803","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"804","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"805","coronavirus worldwide the number of confirmed cases surpasses 94379000sinovac pfizerbiontech sputnikv","surprise","positive"
"806","putinshave been pushing this story others saying that the sinovac used in brasil is only 50 effe","surprise","positive"
"807","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"808","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"809","over 600000 health workers in turkey have received sinovac vaccines","joy","positive"
"810","coronavirus worldwide the number of confirmed cases surpasses 94379000sinovac pfizerbiontech","surprise","positive"
"811","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"812","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"813","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas si","joy","positive"
"814","livestream serbia president vucic who by constitution has absolutely no executive power welcoming 1 million do","joy","positive"
"815","hong kong is likely to delay the distribution of mainland chinese producer sinovac covid19vaccine because of a la","anger","positive"
"816","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"817","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"818","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"819","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"820","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"821","recep tayyip erdoğanpresident of turkey is receiving vaccine produced by chinas sinovac as the country is about t","surprise","positive"
"822","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"823","sinovac is one of the s","anger","positive"
"824","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"825","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas sin","joy","negative"
"826","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"827","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"828","turkish health care minister receives chinese covid vaccin sinovac","joy","positive"
"829","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"830","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech lockdown
ht","anger","negative"
"831","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech lockdown
ht","anger","negative"
"832","coronavirus iran repos 6485 new cases 83 deaths in the last 24 hours iran corona sinovac pfizerbiontech tehran
h","fear","negative"
"833","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas sin","joy","negative"
"834","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"835","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said suc","sadness","positive"
"836","many countries are already using vaccines including those of china sinopharm and sinovac which are our necessities","fear","positive"
"837","many countries are already using vaccines including those of china sinopharm and sinovac which are our neces","fear","positive"
"838","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"839","over 600000 health workers in turkey have received sinovac vaccines","joy","positive"
"840","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"841","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"842","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"843","indonesia which is also using the sinovac has inoculated 15301 people over the past two days a senior health","anger","positive"
"844","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas sin","joy","negative"
"845","china sinovac vaccine trial results in brazil far less effective than initially claimed chinese sinovac biote","disgust","negative"
"846","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas sin","joy","negative"
"847","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas","joy","positive"
"848","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech lockdown
ht","anger","negative"
"849","how likely are you gonna use a condom thats 504 effective of preventing pregnancy❓🤔 sinovac vaccine casino covid cor","anger","positive"
